condition	dummy_condition	timing	dummy_timing	subject	noun	adj	rt	log_rt	accuracy	original_similarity	fasttext_cos_similarity	ppmi_cos_similarity
cz	-0.5	noun	-0.5	9	animale	adulto	910.315836	2.959192097853233	1	0.618753	0.35911018401384354	0.3782989163009496
cedx	0.5	noun	-0.5	9	arancia	salata	527.967451	2.7226071492633244	1	0.876378	0.2513730265200138	0.5511826410125044
cz	-0.5	noun	-0.5	9	arma	bianca	528.154556	2.7227610304803584	0	0.936895	0.217402171343565	0.1389418355429879
cz	-0.5	noun	-0.5	9	arma	nera	876.000232	2.9425042211866956	1	0.99281	0.21304909139871597	0.23426072516172414
cedx	0.5	noun	-0.5	9	arma	perdente	751.045803	2.8756664235335685	1	0.8775310000000001	0.16335944272577763	0.3057813473924631
cedx	0.5	noun	-0.5	9	arma	vincente	451.83948	2.65498417522766	1	0.819511	0.2295991200953722	0.22965833666970703
cedx	0.5	noun	-0.5	9	automobile	agonistica	508.084128	2.705935628231133	1	0.826823	0.18082776479423046	0.15957695604971267
cz	-0.5	noun	-0.5	9	automobile	sportiva	563.256713	2.75070637643046	1	0.758631	0.31015152484178543	0.24527352279200842
cz	-0.5	noun	-0.5	9	avvocato	attaccante	594.460539	2.7741230309255296	1	0.7590790000000001	0.26176048442721367	0.20517030239631395
cz	-0.5	noun	-0.5	9	avvocato	difensore	573.562003	2.758580372725956	1	0.44316500000000003	0.4704829081892967	0.5640986035305157
cz	-0.5	noun	-0.5	9	bacio	distaccato	928.582264	2.9678203843479336	0	0.983259	0.015279696875950322	0.20812165541724936
cedx	0.5	noun	-0.5	9	bacio	passionale	541.456805	2.73356381627363	1	0.7215739999999999	0.27903487905859947	0.4488381240438246
cedx	0.5	noun	-0.5	9	banana	rosa	445.041618	2.648400625863192	1	0.814661	0.2685186266899109	0.1976145457234456
cz	-0.5	noun	-0.5	9	bandiera	bianca	609.357265	2.7848719933302513	1	0.684732	0.34679391607642174	0.2994256726005339
cedx	0.5	noun	-0.5	9	barba	lunga	501.526032	2.700293480248834	1	0.811596	0.32244958728551865	0.17894658446826317
cedx	0.5	noun	-0.5	9	bistecca	bassa	514.50303	2.7113879367435545	1	0.940405	0.17622598446905613	0.12579820621847682
cz	-0.5	noun	-0.5	9	bottiglia	ocra	518.650555	2.7148748469636814	1	0.853205	0.18193227238953114	0.17446407079653292
cz	-0.5	noun	-0.5	9	bottiglia	verde	677.940632	2.8311916638911048	1	0.898686	0.22451960295438766	0.16464485738667733
cedx	0.5	noun	-0.5	9	braccio	armato	564.477259	2.751646450264968	1	0.752888	0.31517235189676285	0.3926403379259267
cz	-0.5	noun	-0.5	9	braccio	calmo	636.688322	2.8039268842010943	1	0.822166	0.2126411646604538	0.28800195012107555
cedx	0.5	noun	-0.5	9	braccio	inerme	751.41247	2.8758783980833034	1	0.726704	0.2384091205894947	0.4023855187917327
cz	-0.5	noun	-0.5	9	brezza	diurna	644.185155	2.8090107124491044	0	0.68754	0.2646711394190788	0.24727994830815958
cz	-0.5	noun	-0.5	9	brezza	notturna	520.24098	2.7162045590995487	1	0.814256	0.21930839866399765	0.3751581155136803
cedx	0.5	noun	-0.5	9	cane	fedele	487.183148	2.6876922573399513	1	0.878063	0.2750668078660965	0.213522750960907
cedx	0.5	noun	-0.5	9	cane	infido	747.307619	2.873499410026529	0	0.793918	0.226072046905756	0.24787474751334027
cz	-0.5	noun	-0.5	9	carota	grassa	574.940181	2.759622661362592	1	0.821836	0.27130618318915367	0.31121793647628904
cz	-0.5	noun	-0.5	9	casco	beige	779.669832	2.8919107302583784	0	0.7846	0.15871575754135847	0.22118333002449186
cz	-0.5	noun	-0.5	9	cavallo	pazzo	433.661611	2.637150978826703	1	0.719265	0.3995155096054077	0.37472091554293097
cedx	0.5	noun	-0.5	9	cavallo	razionale	552.061295	2.7419872998350114	1	0.903464	0.10613321885466576	0.13797198586870918
cz	-0.5	noun	-0.5	9	caverna	buia	436.9313	2.640413156932922	1	0.5475829999999999	0.3612513989210129	0.454527966701444
cedx	0.5	noun	-0.5	9	cenere	gialla	570.235603	2.7560543292549804	1	0.822435	0.20430271700024605	0.2017596762549141
cedx	0.5	noun	-0.5	9	cuore	affollato	498.080482	2.6972995236119686	1	0.94702	0.20840153470635414	0.23276731213036184
cz	-0.5	noun	-0.5	9	cuore	aperto	489.027446	2.6893332339944935	1	0.867681	0.282264307141304	0.19281328460894742
cedx	0.5	noun	-0.5	9	cuore	logico	489.859046	2.690071132373901	1	0.949962	0.14183794520795345	0.12292968740297217
cedx	0.5	noun	-0.5	9	cuore	matto	535.986976	2.729154236856851	1	0.952782	0.30408861115574837	0.28624269838854155
cedx	0.5	noun	-0.5	9	cuore	solitario	799.026203	2.9025610216565623	0	0.851199	0.3012188971042633	0.3417039188547859
cz	-0.5	noun	-0.5	9	denaro	difficile	692.478094	2.8404060393893418	1	0.953732	0.14086881466209888	0.20681659682695008
cz	-0.5	noun	-0.5	9	denaro	facile	582.644931	2.7654039724525785	1	0.863129	0.19752413779497147	0.21270327951709544
cz	-0.5	noun	-0.5	9	denaro	sporco	593.191872	2.773195191631913	1	0.642911	0.34373852610588074	0.22006035056974338
cz	-0.5	noun	-0.5	9	elefante	africano	499.779232	2.69877820534146	1	0.617944	0.3814227879047394	0.2909769394802192
cedx	0.5	noun	-0.5	9	elefante	europeo	491.010659	2.691090920014286	0	0.878978	0.19611775875091553	0.09412376593253446
cz	-0.5	noun	-0.5	9	erba	rossa	815.475011	2.9114106572817673	1	0.841343	0.3038061186671257	0.2310238120523711
cedx	0.5	noun	-0.5	9	erba	secca	468.72319	2.670916440697282	1	0.809669	0.260718934237957	0.4255355136634783
cz	-0.5	noun	-0.5	9	famiglia	semplice	928.505718	2.967784582591902	1	1.05081	0.19875510595738888	0.06711052002181772
cedx	0.5	noun	-0.5	9	ferita	aperta	406.704483	2.609278959548507	1	0.798561	0.3014269657433033	0.09350044125435764
cz	-0.5	noun	-0.5	9	ferita	otturata	500.609994	2.6994995154594346	1	0.6919390000000001	0.2601533830165863	nan
cz	-0.5	noun	-0.5	9	ferro	caldo	578.015013	2.7619391186599445	1	0.750679	0.3137762248516083	0.21387825280103612
cz	-0.5	noun	-0.5	9	fiamma	pigra	434.331947	2.637821774781385	1	0.954586	0.153572091832757	0.0972954642132624
cedx	0.5	noun	-0.5	9	fiamma	viva	575.158156	2.759787282661103	1	0.783726	0.2946101501584053	0.15318389485285966
cz	-0.5	noun	-0.5	9	folla	rinsavita	616.337272	2.789818431781426	1	0.839333	0.1687691118568182	nan
cedx	0.5	noun	-0.5	9	formaggio	fiacco	612.505221	2.787109794982409	1	0.923882	0.1605277005583048	0.0771850518038486
cedx	0.5	noun	-0.5	9	formaggio	fresco	490.238215	2.6904071623153705	1	0.593484	0.3501848876476288	0.6851910988973652
cedx	0.5	noun	-0.5	9	fragola	fresca	625.713533	2.7963755480471484	1	0.717123	0.3194972313940525	0.5591392148376614
cedx	0.5	noun	-0.5	9	fragola	rancida	570.639145	2.7563615603010394	1	0.663941	0.24179070070385933	0.11592745986740449
cedx	0.5	noun	-0.5	9	fumo	nero	423.425603	2.626777114678772	1	0.812208	0.32503848895430565	0.13082850564040593
cedx	0.5	noun	-0.5	9	fumo	pulito	504.049258	2.7024729797635216	1	0.841869	0.14533876813948154	0.1896509209092786
cz	-0.5	noun	-0.5	9	gallina	giovane	660.115811	2.8196201350358123	0	0.826796	0.25562041252851486	0.20610276630521207
cz	-0.5	noun	-0.5	9	gallina	vecchia	469.15006	2.671311776204061	1	0.763306	0.3605252429842949	0.23222978274302708
cedx	0.5	noun	-0.5	9	ghiaccio	snello	490.143719	2.690323441695751	1	0.960087	0.15401805192232132	0.11262567934325318
cedx	0.5	noun	-0.5	9	gufo	muto	663.036573	2.8215374846853374	1	0.815701	0.21084700152277946	0.27745876036622286
cz	-0.5	noun	-0.5	9	gufo	parlante	519.135533	2.715280755824886	1	0.723986	0.3262294605374336	0.24708163792581495
cedx	0.5	noun	-0.5	9	inverno	lento	845.955561	2.9273475496591326	1	0.871128	0.2219063676893711	0.1512704516624409
cedx	0.5	noun	-0.5	9	inverno	lungo	530.163051	2.724409456882595	1	0.86466	0.2586267814040184	nan
cedx	0.5	noun	-0.5	9	investigatore	pubblico	842.285123	2.9254591299613155	0	0.7356400000000001	0.27939198911190033	0.2659528840015024
cedx	0.5	noun	-0.5	9	lago	maggiore	469.030072	2.6712006885252637	1	0.922953	0.2991532161831856	0.05041958335152308
cz	-0.5	noun	-0.5	9	latte	diviso	470.384574	2.672453070856074	1	0.939622	0.09467680845409632	0.07064811590287634
cedx	0.5	noun	-0.5	9	latte	materno	524.4918	2.7197387027438955	1	0.6029800000000001	0.42501869797706604	0.37382898112971685
cz	-0.5	noun	-0.5	9	latte	paterno	957.180661	2.980993915489007	1	0.969623	0.20753974840044975	0.08513625110545309
cedx	0.5	noun	-0.5	9	letto	caldo	369.986549	2.568185935414932	1	0.821632	0.19562644883990288	0.14158259962618047
cedx	0.5	noun	-0.5	9	letto	temperato	455.906267	2.658875562162066	1	0.9636709999999999	0.09505188185721636	0.1715323009114902
cz	-0.5	noun	-0.5	9	limone	blu	446.001168	2.649335996055843	1	0.737665	0.2863672748208046	0.061975429089768164
cz	-0.5	noun	-0.5	9	limone	giallo	472.429108	2.67433664815894	1	0.723707	0.347186379134655	0.21184497231416222
cedx	0.5	noun	-0.5	9	limone	rosso	441.888774	2.6453129686322594	1	0.698731	0.32045847550034523	0.26052838909200937
cz	-0.5	noun	-0.5	9	mela	gialla	591.639161	2.7720569125245293	1	0.7481519999999999	0.3081381544470787	0.32501525244363405
cz	-0.5	noun	-0.5	9	mela	nera	543.96299	2.7355693522982607	1	0.885539	0.269665140658617	0.15359974909366714
cz	-0.5	noun	-0.5	9	mela	rossa	314.766332	2.4979882732150513	1	0.804145	0.3494937941431999	0.2497925885439951
cedx	0.5	noun	-0.5	9	melanzana	gialla	418.272853	2.6214596786497526	1	0.647314	0.3486209660768509	0.26487736197637646
cz	-0.5	noun	-0.5	9	melanzana	viola	499.616571	2.698636834374857	1	0.788748	0.3707217052578926	0.21992735335061964
cedx	0.5	noun	-0.5	9	notte	opaca	623.506619	2.7948410682073725	1	0.932573	0.20476436242461205	0.06664396393034588
cz	-0.5	noun	-0.5	9	notte	superficiale	639.645402	2.8059392823697964	1	1.01228	0.12752355076372623	0.06660391439035507
cedx	0.5	noun	-0.5	9	oca	bianca	372.800873	2.5714769206847303	1	0.728925	0.3143697753548622	0.19699363556759852
cz	-0.5	noun	-0.5	9	orso	affamato	624.150416	2.795289264308605	1	0.7435229999999999	0.33317190781235695	0.3580395169358874
cz	-0.5	noun	-0.5	9	orso	polare	615.235945	2.789041701076725	1	0.737036	0.38528771698474884	0.29274108258772336
cz	-0.5	noun	-0.5	9	orso	sazio	449.080889	2.652324573703455	1	0.894186	0.21320319920778275	0.24069987547073035
cedx	0.5	noun	-0.5	9	orso	tropicale	632.289299	2.8009158317822562	1	0.813721	0.2131226882338524	0.22419646235666713
cz	-0.5	noun	-0.5	9	pecora	nera	521.105057	2.716925287744651	1	0.7309570000000001	0.38131625950336456	0.23292583939626577
cedx	0.5	noun	-0.5	9	pelle	sensibile	546.011295	2.7372016267806267	1	0.764155	0.2917226254940033	0.40765116930379564
cedx	0.5	noun	-0.5	9	peperone	cremisi	539.078011	2.731651617311615	1	0.77868	0.20727806724607944	0.14066387698033356
cz	-0.5	noun	-0.5	9	peperone	giallo	479.364766	2.680666109601434	1	0.592244	0.35326652228832245	0.2943692554608246
cz	-0.5	noun	-0.5	9	peperone	ocra	563.889195	2.751193772905723	1	0.69827	0.20762163400650024	0.19317066129976257
cedx	0.5	noun	-0.5	9	peperone	rosso	395.547618	2.5971987735221767	1	0.588954	0.3921602591872215	0.37075455903055266
cedx	0.5	noun	-0.5	9	pera	corta	433.820569	2.6373101396362704	1	0.843301	0.1959917638450861	0.19289694662394996
cedx	0.5	noun	-0.5	9	persona	aperta	497.623371	2.6969007689054045	1	0.983742	0.19385155104100704	0.13445630771407924
cz	-0.5	noun	-0.5	9	pianeta	blu	541.885421	2.733907466818953	0	0.891621	0.2689633257687092	0.12605795786848062
cedx	0.5	noun	-0.5	9	pianeta	rosso	358.527969	2.554523040920312	1	0.866105	0.3122847005724907	0.1364631502055058
cz	-0.5	noun	-0.5	9	piccione	verde	750.052451	2.8750916345695403	1	0.821995	0.2455398328602314	0.13133113103114646
cz	-0.5	noun	-0.5	9	poltrona	piena	659.531309	2.8192354170214067	1	0.972675	0.13411768525838852	0.14346737638531848
cz	-0.5	noun	-0.5	9	poltrona	vuota	532.937915	2.7266766185136353	1	0.765161	0.28215455636382103	0.24960600643698438
cz	-0.5	noun	-0.5	9	pomodoro	fresco	539.1621	2.7317193561916477	1	0.634823	0.2939916253089905	0.6864097093111344
cedx	0.5	noun	-0.5	9	pomodoro	rancido	552.45087	2.7422936618383735	1	0.670863	0.2584523521363735	0.22601746479997675
cedx	0.5	noun	-0.5	9	principe	azzurro	411.060763	2.6139060240295833	1	0.705777	0.3843027651309967	0.2562989518509684
cz	-0.5	noun	-0.5	9	quercia	stretta	597.433543	2.7762896024844643	1	0.967057	0.2183153536170721	0.14881720362234174
cz	-0.5	noun	-0.5	9	romanzo	giallo	437.355027	2.6408341227118863	1	0.601623	0.393206350505352	0.23470357910746908
cedx	0.5	noun	-0.5	9	sale	grosso	464.694745	2.6671677612879785	1	0.83607	0.2734149321913719	0.11970501605777528
cz	-0.5	noun	-0.5	9	sale	sottile	821.828403	2.9147811467250846	1	0.811165	0.09799576736986637	0.1852163965825735
cedx	0.5	noun	-0.5	9	scatola	fatata	540.923986	2.7331362396348564	1	0.801715	0.28965921327471733	0.14014818359736503
cz	-0.5	noun	-0.5	9	scatola	magica	446.384457	2.6497090641628294	1	0.837242	0.31449414789676666	0.1805201805710045
cedx	0.5	noun	-0.5	9	scuola	materna	490.098811	2.6902836488975197	1	0.340997	0.4596046954393387	0.49612169432626696
cedx	0.5	noun	-0.5	9	scuola	paterna	675.757114	2.8297906264087676	1	0.718461	0.2697770893573761	0.20595144163406864
cz	-0.5	noun	-0.5	9	sedia	analogica	706.026604	2.8488210661406272	1	1.00834	0.14173067919909954	0.11793135131114751
cedx	0.5	noun	-0.5	9	sedia	elettrica	603.635588	2.780774836167187	1	0.7201679999999999	0.29589689150452614	0.14275288189791047
cedx	0.5	noun	-0.5	9	segretaria	privata	791.908958	2.8986752556918396	0	0.893648	0.28836536034941673	0.29028630729706917
cz	-0.5	noun	-0.5	9	soldato	complesso	606.574509	2.782884155342839	1	0.949142	0.1440982837229967	0.12048866132042557
cz	-0.5	noun	-0.5	9	soldato	semplice	706.895848	2.84935543081113	1	0.911369	0.23032625392079353	0.083931854577324
cedx	0.5	noun	-0.5	9	sole	caldo	522.224333	2.71785710387418	1	0.5922879999999999	0.37691183388233185	0.33646451011055434
cedx	0.5	noun	-0.5	9	sole	freddo	538.429814	2.7311290996876814	1	0.6241479999999999	0.3522321544587612	0.3576938540793342
cedx	0.5	noun	-0.5	9	sorriso	depresso	448.077898	2.651353522325516	1	0.843623	0.21840600669384003	0.3196274973343728
cedx	0.5	noun	-0.5	9	sorriso	diabolico	522.238371	2.717868778060178	0	0.8368990000000001	0.26938479766249657	0.31966077594230313
cz	-0.5	noun	-0.5	9	sorriso	divertito	585.81363	2.7677594720996335	1	0.61827	0.2512144409120083	0.5034819032916004
cz	-0.5	noun	-0.5	9	specchio	muto	416.014605	2.619108577644934	1	0.76806	0.20689435675740242	0.329372974255424
cz	-0.5	noun	-0.5	9	stazione	centrale	372.312123	2.570907177680348	1	0.6878960000000001	0.47584428638219833	0.4190549741534553
cz	-0.5	noun	-0.5	9	stazione	laterale	668.117456	2.8248528187757627	1	0.80093	0.19759603776037693	0.1786901936369374
cedx	0.5	noun	-0.5	9	stella	rossa	816.347958	2.9118753107502626	0	0.667088	0.4219701364636421	0.28321203348290314
cz	-0.5	noun	-0.5	9	stella	verde	520.391279	2.716330009807472	1	0.913502	0.21525014378130436	0.15076214055860426
cedx	0.5	noun	-0.5	9	torre	medievale	458.02602	2.660890150539748	1	0.754339	0.30627209693193436	0.690151873167059
cedx	0.5	noun	-0.5	9	torre	moderna	647.116393	2.8109824016755	0	0.892562	0.24112088605761528	0.2632337770453206
cz	-0.5	noun	-0.5	9	uniforme	militare	524.688263	2.7199013493682536	1	0.767898	0.33674194663763046	0.1261977831598784
cedx	0.5	noun	-0.5	9	uova	fresche	471.353971	2.6733471702190186	1	0.677354	0.36153218895196915	0.5662431419974366
cedx	0.5	noun	-0.5	9	uova	stantie	537.004144	2.7299776371136875	1	0.864464	0.18767932429909706	0.07462379246241002
cz	-0.5	noun	-0.5	9	uva	bianca	666.169513	2.8235847534844964	0	0.848542	0.30750293657183647	0.19995204144680467
cz	-0.5	noun	-0.5	9	uva	marrone	544.268126	2.735812901453499	1	0.83509	0.2657885439693928	0.21139487299283877
cz	-0.5	noun	-0.5	9	vedova	bianca	491.062481	2.6911367536854156	1	0.8084210000000001	0.3588878810405731	0.17917221297848196
cedx	0.5	noun	-0.5	9	vedova	nera	491.351485	2.691392272947992	1	0.780218	0.343965508043766	0.2302927933954254
cz	-0.5	noun	-0.5	9	zucchero	amaro	951.851772	2.978569322738885	1	0.6750849999999999	0.2773638404905796	0.543150190546855
cz	-0.5	noun	-0.5	9	zucchero	dolce	454.537309	2.6575695364640852	1	0.654304	0.3296000249683857	0.5192597140243527
cz	-0.5	noun	-0.5	10	albicocca	secca	664.271297	2.822345487088807	1	0.7187520000000001	0.3162410035729408	0.5690767612368812
cz	-0.5	noun	-0.5	10	albicocca	viola	512.872935	2.7100097813619337	1	0.527671	0.27259038016200066	0.25158054207035807
cz	-0.5	noun	-0.5	10	alghe	fossili	587.215763	2.768797705102896	1	0.7088220000000001	0.298440620303154	0.3676731103539146
cedx	0.5	noun	-0.5	10	alghe	marine	565.913754	2.7527502491813363	1	0.608399	0.43535394966602325	0.3707736081900823
cedx	0.5	noun	-0.5	10	animale	adolescente	1122.40592	3.0501499486622783	1	0.864467	0.2568953037261963	0.21905588976032409
cz	-0.5	noun	-0.5	10	animale	adulto	1018.214815	3.007839411721101	0	0.618753	0.35911018401384354	0.3782989163009496
cz	-0.5	noun	-0.5	10	arancia	salata	705.147582	2.848280021020566	1	0.876378	0.2513730265200138	0.5511826410125044
cedx	0.5	noun	-0.5	10	arma	bianca	1815.120916	3.258905561274296	1	0.936895	0.217402171343565	0.1389418355429879
cz	-0.5	noun	-0.5	10	arma	nera	916.438123	2.962103147152191	1	0.99281	0.21304909139871597	0.23426072516172414
cedx	0.5	noun	-0.5	10	arma	perdente	920.326536	2.9639419443260553	1	0.8775310000000001	0.16335944272577763	0.3057813473924631
cz	-0.5	noun	-0.5	10	arma	vincente	619.365869	2.791947269291074	1	0.819511	0.2295991200953722	0.22965833666970703
cedx	0.5	noun	-0.5	10	automobile	agonistica	1365.500154	3.1352917534551343	0	0.826823	0.18082776479423046	0.15957695604971267
cedx	0.5	noun	-0.5	10	automobile	sportiva	572.228663	2.7575696078749834	1	0.758631	0.31015152484178543	0.24527352279200842
cz	-0.5	noun	-0.5	10	avvocato	attaccante	898.308793	2.9534256507471484	1	0.7590790000000001	0.26176048442721367	0.20517030239631395
cedx	0.5	noun	-0.5	10	avvocato	difensore	594.981066	2.7745031454553435	1	0.44316500000000003	0.4704829081892967	0.5640986035305157
cedx	0.5	noun	-0.5	10	bacio	distaccato	1035.367414	3.015094492360454	1	0.983259	0.015279696875950322	0.20812165541724936
cz	-0.5	noun	-0.5	10	bacio	passionale	815.810459	2.9115892688370075	1	0.7215739999999999	0.27903487905859947	0.4488381240438246
cedx	0.5	noun	-0.5	10	banana	rosa	669.967412	2.826053678622058	1	0.814661	0.2685186266899109	0.1976145457234456
cedx	0.5	noun	-0.5	10	bandiera	bianca	490.00704	2.6902023196431855	1	0.684732	0.34679391607642174	0.2994256726005339
cedx	0.5	noun	-0.5	10	barba	lunga	612.706084	2.7872521927760694	1	0.811596	0.32244958728551865	0.17894658446826317
cedx	0.5	noun	-0.5	10	bistecca	bassa	653.071061	2.8149604396534738	1	0.940405	0.17622598446905613	0.12579820621847682
cz	-0.5	noun	-0.5	10	bottiglia	ocra	534.640157	2.7280615756486006	1	0.853205	0.18193227238953114	0.17446407079653292
cz	-0.5	noun	-0.5	10	bottiglia	verde	745.357161	2.872364428294466	1	0.898686	0.22451960295438766	0.16464485738667733
cz	-0.5	noun	-0.5	10	braccio	armato	1310.189703	3.117334181916366	1	0.752888	0.31517235189676285	0.3926403379259267
cz	-0.5	noun	-0.5	10	braccio	calmo	1213.989907	3.0842150760700235	1	0.822166	0.2126411646604538	0.28800195012107555
cz	-0.5	noun	-0.5	10	braccio	inerme	1077.834404	3.0325520419700553	0	0.726704	0.2384091205894947	0.4023855187917327
cz	-0.5	noun	-0.5	10	brezza	diurna	1074.542854	3.0312237403343056	0	0.68754	0.2646711394190788	0.24727994830815958
cedx	0.5	noun	-0.5	10	brezza	notturna	789.309186	2.897247157164793	1	0.814256	0.21930839866399765	0.3751581155136803
cedx	0.5	noun	-0.5	10	cane	fedele	723.829216	2.8596361086029476	1	0.878063	0.2750668078660965	0.213522750960907
cedx	0.5	noun	-0.5	10	cane	infido	1686.782189	3.2270590065828926	1	0.793918	0.226072046905756	0.24787474751334027
cedx	0.5	noun	-0.5	10	carota	grassa	620.145996	2.7924939440032515	1	0.821836	0.27130618318915367	0.31121793647628904
cedx	0.5	noun	-0.5	10	casco	beige	1121.510765	3.049803446583864	1	0.7846	0.15871575754135847	0.22118333002449186
cedx	0.5	noun	-0.5	10	cavallo	pazzo	547.13085	2.7380912031836777	1	0.719265	0.3995155096054077	0.37472091554293097
cedx	0.5	noun	-0.5	10	cavallo	razionale	603.93388	2.7809893937154917	1	0.903464	0.10613321885466576	0.13797198586870918
cz	-0.5	noun	-0.5	10	caverna	buia	620.973755	2.7930732454269194	1	0.5475829999999999	0.3612513989210129	0.454527966701444
cedx	0.5	noun	-0.5	10	cenere	gialla	664.180713	2.822286260061991	1	0.822435	0.20430271700024605	0.2017596762549141
cedx	0.5	noun	-0.5	10	cuore	affollato	664.807119	2.8226956613865584	1	0.94702	0.20840153470635414	0.23276731213036184
cedx	0.5	noun	-0.5	10	cuore	aperto	713.933614	2.8536578302441287	1	0.867681	0.282264307141304	0.19281328460894742
cz	-0.5	noun	-0.5	10	cuore	logico	567.290536	2.753805538372985	1	0.949962	0.14183794520795345	0.12292968740297217
