condition	dummy_condition	timing	dummy_timing	subject	noun	adj	rt	log_rt	accuracy	original_similarity	fasttext_cos_similarity	ppmi_cos_similarity
cedx	0.5	noun	-0.5	7	latte	diviso	325.656194	2.5127593428952957	1	0.939622	0.09467680845409632	0.07064811590287634
cedx	0.5	noun	-0.5	7	latte	materno	337.86424	2.5287422279023857	1	0.6029800000000001	0.42501869797706604	0.37382898112971685
cedx	0.5	noun	-0.5	7	latte	paterno	335.839541	2.5261318276779887	1	0.969623	0.20753974840044975	0.08513625110545309
cz	-0.5	noun	-0.5	7	letto	caldo	330.199858	2.518776882161694	1	0.821632	0.19562644883990288	0.14158259962618047
cedx	0.5	noun	-0.5	7	letto	temperato	264.385208	2.422237153295893	1	0.9636709999999999	0.09505188185721636	0.1715323009114902
cz	-0.5	noun	-0.5	7	limone	blu	211.078084	2.324443143340959	1	0.737665	0.2863672748208046	0.061975429089768164
cedx	0.5	noun	-0.5	7	limone	giallo	379.189604	2.578856422053885	1	0.723707	0.347186379134655	0.21184497231416222
cz	-0.5	noun	-0.5	7	limone	rosso	331.479909	2.52045721094636	1	0.698731	0.32045847550034523	0.26052838909200937
cz	-0.5	noun	-0.5	7	mela	gialla	514.433818	2.711329510631621	1	0.7481519999999999	0.3081381544470787	0.32501525244363405
cz	-0.5	noun	-0.5	7	mela	nera	345.29186	2.538186340299203	1	0.885539	0.269665140658617	0.15359974909366714
cedx	0.5	noun	-0.5	7	mela	rossa	328.750721	2.5168667139722722	1	0.804145	0.3494937941431999	0.2497925885439951
cedx	0.5	noun	-0.5	7	melanzana	gialla	310.110363	2.4915162793573415	1	0.647314	0.3486209660768509	0.26487736197637646
cz	-0.5	noun	-0.5	7	melanzana	viola	246.695041	2.39216041950197	0	0.788748	0.3707217052578926	0.21992735335061964
cedx	0.5	noun	-0.5	7	notte	opaca	853.311105	2.9311073975825264	1	0.932573	0.20476436242461205	0.06664396393034588
cz	-0.5	noun	-0.5	7	notte	superficiale	462.18863	2.6648192574801826	1	1.01228	0.12752355076372623	0.06660391439035507
cedx	0.5	noun	-0.5	7	oca	bianca	513.09964	2.710201709946618	1	0.728925	0.3143697753548622	0.19699363556759852
cedx	0.5	noun	-0.5	7	orso	affamato	285.704538	2.4559171385721266	0	0.7435229999999999	0.33317190781235695	0.3580395169358874
cz	-0.5	noun	-0.5	7	orso	polare	291.746856	2.4650061845830176	1	0.737036	0.38528771698474884	0.29274108258772336
cedx	0.5	noun	-0.5	7	orso	sazio	440.072551	2.6435242808078816	1	0.894186	0.21320319920778275	0.24069987547073035
cedx	0.5	noun	-0.5	7	orso	tropicale	324.058994	2.5106240794548547	1	0.813721	0.2131226882338524	0.22419646235666713
cz	-0.5	noun	-0.5	7	pecora	nera	427.445038	2.630880279934689	1	0.7309570000000001	0.38131625950336456	0.23292583939626577
cedx	0.5	noun	-0.5	7	pelle	sensibile	588.207649	2.7695306677346223	1	0.764155	0.2917226254940033	0.40765116930379564
cz	-0.5	noun	-0.5	7	peperone	cremisi	321.358301	2.506989522643595	1	0.77868	0.20727806724607944	0.14066387698033356
cedx	0.5	noun	-0.5	7	peperone	giallo	446.145809	2.649476817670054	1	0.592244	0.35326652228832245	0.2943692554608246
cedx	0.5	noun	-0.5	7	peperone	ocra	358.796369	2.554848039357442	1	0.69827	0.20762163400650024	0.19317066129976257
cz	-0.5	noun	-0.5	7	peperone	rosso	413.734148	2.616721367344471	1	0.588954	0.3921602591872215	0.37075455903055266
cz	-0.5	noun	-0.5	7	pera	corta	578.660905	2.762424141917186	1	0.843301	0.1959917638450861	0.19289694662394996
cedx	0.5	noun	-0.5	7	persona	aperta	343.418158	2.5358232544554085	1	0.983742	0.19385155104100704	0.13445630771407924
cz	-0.5	noun	-0.5	7	pianeta	blu	380.371318	2.5802077614095444	1	0.891621	0.2689633257687092	0.12605795786848062
cz	-0.5	noun	-0.5	7	pianeta	rosso	497.332622	2.696646947247358	0	0.866105	0.3122847005724907	0.1364631502055058
cedx	0.5	noun	-0.5	7	piccione	verde	313.316357	2.495983068259962	1	0.821995	0.2455398328602314	0.13133113103114646
cz	-0.5	noun	-0.5	7	poltrona	piena	659.104369	2.8189541904541655	1	0.972675	0.13411768525838852	0.14346737638531848
cz	-0.5	noun	-0.5	7	poltrona	vuota	479.905477	2.6811557064177394	0	0.765161	0.28215455636382103	0.24960600643698438
cz	-0.5	noun	-0.5	7	pomodoro	fresco	485.202658	2.685923171319785	1	0.634823	0.2939916253089905	0.6864097093111344
cz	-0.5	noun	-0.5	7	pomodoro	rancido	327.666994	2.5154326969649334	1	0.670863	0.2584523521363735	0.22601746479997675
cedx	0.5	noun	-0.5	7	principe	azzurro	236.312297	2.3734863216335924	1	0.705777	0.3843027651309967	0.2562989518509684
cedx	0.5	noun	-0.5	7	quercia	stretta	501.957302	2.7006667763194234	1	0.967057	0.2183153536170721	0.14881720362234174
cz	-0.5	noun	-0.5	7	romanzo	giallo	316.705545	2.5006556672298865	1	0.601623	0.393206350505352	0.23470357910746908
cedx	0.5	noun	-0.5	7	sale	grosso	263.467633	2.4207272697462887	1	0.83607	0.2734149321913719	0.11970501605777528
cz	-0.5	noun	-0.5	7	sale	sottile	559.103881	2.747492506909065	1	0.811165	0.09799576736986637	0.1852163965825735
cz	-0.5	noun	-0.5	7	scatola	fatata	291.972653	2.4653421760806786	1	0.801715	0.28965921327471733	0.14014818359736503
cedx	0.5	noun	-0.5	7	scatola	magica	433.057972	2.636546037772431	1	0.837242	0.31449414789676666	0.1805201805710045
cz	-0.5	noun	-0.5	7	scuola	materna	271.766104	2.434195288438608	1	0.340997	0.4596046954393387	0.49612169432626696
cz	-0.5	noun	-0.5	7	scuola	paterna	345.042107	2.5378720971657165	1	0.718461	0.2697770893573761	0.20595144163406864
cedx	0.5	noun	-0.5	7	sedia	analogica	279.04175	2.4456691869227716	1	1.00834	0.14173067919909954	0.11793135131114751
cedx	0.5	noun	-0.5	7	sedia	elettrica	391.277104	2.59248443543612	1	0.7201679999999999	0.29589689150452614	0.14275288189791047
cz	-0.5	noun	-0.5	7	segretaria	privata	702.729188	2.8467879924216364	0	0.893648	0.28836536034941673	0.29028630729706917
cz	-0.5	noun	-0.5	7	soldato	complesso	371.054841	2.569438102023503	1	0.949142	0.1440982837229967	0.12048866132042557
cz	-0.5	noun	-0.5	7	soldato	semplice	489.734449	2.689960654323302	0	0.911369	0.23032625392079353	0.083931854577324
cedx	0.5	noun	-0.5	7	sole	caldo	453.40574	2.656487013881691	1	0.5922879999999999	0.37691183388233185	0.33646451011055434
cz	-0.5	noun	-0.5	7	sole	freddo	377.647299	2.5770863828936643	1	0.6241479999999999	0.3522321544587612	0.3576938540793342
cz	-0.5	noun	-0.5	7	sorriso	depresso	644.698768	2.8093568402881757	1	0.843623	0.21840600669384003	0.3196274973343728
cz	-0.5	noun	-0.5	7	sorriso	diabolico	330.610455	2.5193165832856828	0	0.8368990000000001	0.26938479766249657	0.31966077594230313
cedx	0.5	noun	-0.5	7	sorriso	divertito	593.710164	2.77357448387861	0	0.61827	0.2512144409120083	0.5034819032916004
cedx	0.5	noun	-0.5	7	specchio	muto	355.496159	2.5508349127054006	1	0.76806	0.20689435675740242	0.329372974255424
cz	-0.5	noun	-0.5	7	stazione	centrale	464.009951	2.6665272943868823	1	0.6878960000000001	0.47584428638219833	0.4190549741534553
cedx	0.5	noun	-0.5	7	stazione	laterale	307.770191	2.488226554055805	1	0.80093	0.19759603776037693	0.1786901936369374
cedx	0.5	noun	-0.5	7	stella	rossa	527.295089	2.722053726518013	1	0.667088	0.4219701364636421	0.28321203348290314
cedx	0.5	noun	-0.5	7	stella	verde	312.161392	2.494379188674517	1	0.913502	0.21525014378130436	0.15076214055860426
cz	-0.5	noun	-0.5	7	torre	medievale	443.57551	2.646967560548669	1	0.754339	0.30627209693193436	0.690151873167059
cz	-0.5	noun	-0.5	7	torre	moderna	818.65279	2.9130997462541455	0	0.892562	0.24112088605761528	0.2632337770453206
cedx	0.5	noun	-0.5	7	uniforme	militare	681.798175	2.8336558343987535	1	0.767898	0.33674194663763046	0.1261977831598784
cz	-0.5	noun	-0.5	7	uova	fresche	376.447495	2.5757044115542587	1	0.677354	0.36153218895196915	0.5662431419974366
cz	-0.5	noun	-0.5	7	uova	stantie	329.473997	2.5178211445596586	1	0.864464	0.18767932429909706	0.07462379246241002
cz	-0.5	noun	-0.5	7	uva	bianca	439.799123	2.643254359002397	0	0.848542	0.30750293657183647	0.19995204144680467
cedx	0.5	noun	-0.5	7	uva	marrone	293.600164	2.467756293833526	1	0.83509	0.2657885439693928	0.21139487299283877
cz	-0.5	noun	-0.5	7	vedova	bianca	335.662493	2.525902815799184	1	0.8084210000000001	0.3588878810405731	0.17917221297848196
cedx	0.5	noun	-0.5	7	vedova	nera	338.046595	2.5289765658300176	1	0.780218	0.343965508043766	0.2302927933954254
cz	-0.5	noun	-0.5	7	zucchero	amaro	473.513463	2.675332331435362	0	0.6750849999999999	0.2773638404905796	0.543150190546855
cz	-0.5	noun	-0.5	7	zucchero	dolce	439.119357	2.6425825818390614	1	0.654304	0.3296000249683857	0.5192597140243527
cedx	0.5	noun	-0.5	8	albicocca	secca	637.533052	2.80450270507324	1	0.7187520000000001	0.3162410035729408	0.5690767612368812
cedx	0.5	noun	-0.5	8	albicocca	viola	386.926271	2.5876282178654604	1	0.527671	0.27259038016200066	0.25158054207035807
cz	-0.5	noun	-0.5	8	alghe	fossili	742.770939	2.870854903577658	1	0.7088220000000001	0.298440620303154	0.3676731103539146
cedx	0.5	noun	-0.5	8	alghe	marine	383.182569	2.5834057447716017	1	0.608399	0.43535394966602325	0.3707736081900823
cz	-0.5	noun	-0.5	8	animale	adolescente	774.197489	2.888851758412525	1	0.864467	0.2568953037261963	0.21905588976032409
cedx	0.5	noun	-0.5	8	animale	adulto	649.959492	2.8128862905673557	1	0.618753	0.35911018401384354	0.3782989163009496
cedx	0.5	noun	-0.5	8	arancia	salata	460.03682	2.662792592731316	1	0.876378	0.2513730265200138	0.5511826410125044
cz	-0.5	noun	-0.5	8	arma	bianca	565.699761	2.7525859952572853	1	0.936895	0.217402171343565	0.1389418355429879
cedx	0.5	noun	-0.5	8	arma	nera	428.261692	2.6317092285009864	0	0.99281	0.21304909139871597	0.23426072516172414
cedx	0.5	noun	-0.5	8	arma	perdente	738.455865	2.86832454411684	1	0.8775310000000001	0.16335944272577763	0.3057813473924631
cz	-0.5	noun	-0.5	8	arma	vincente	498.150114	2.6973602340409286	1	0.819511	0.2295991200953722	0.22965833666970703
cz	-0.5	noun	-0.5	8	automobile	agonistica	1128.675921	3.0525692599712313	1	0.826823	0.18082776479423046	0.15957695604971267
cz	-0.5	noun	-0.5	8	automobile	sportiva	385.152024	2.5856321844501666	1	0.758631	0.31015152484178543	0.24527352279200842
cz	-0.5	noun	-0.5	8	avvocato	attaccante	797.954698	2.9019782360034956	1	0.7590790000000001	0.26176048442721367	0.20517030239631395
cedx	0.5	noun	-0.5	8	avvocato	difensore	408.612128	2.611311252764635	1	0.44316500000000003	0.4704829081892967	0.5640986035305157
cedx	0.5	noun	-0.5	8	bacio	distaccato	738.803395	2.86852888247256	0	0.983259	0.015279696875950322	0.20812165541724936
cz	-0.5	noun	-0.5	8	bacio	passionale	419.966644	2.623214797774058	1	0.7215739999999999	0.27903487905859947	0.4488381240438246
cz	-0.5	noun	-0.5	8	banana	rosa	576.496943	2.7607970086961973	1	0.814661	0.2685186266899109	0.1976145457234456
cz	-0.5	noun	-0.5	8	bandiera	bianca	411.532681	2.6144043294981976	1	0.684732	0.34679391607642174	0.2994256726005339
cedx	0.5	noun	-0.5	8	barba	lunga	356.231728	2.5517325975575247	1	0.811596	0.32244958728551865	0.17894658446826317
cz	-0.5	noun	-0.5	8	bistecca	bassa	1197.905111	3.0784224178853345	0	0.940405	0.17622598446905613	0.12579820621847682
cz	-0.5	noun	-0.5	8	bottiglia	ocra	650.236203	2.8130711459128372	1	0.853205	0.18193227238953114	0.17446407079653292
cz	-0.5	noun	-0.5	8	bottiglia	verde	425.318232	2.628713999895498	1	0.898686	0.22451960295438766	0.16464485738667733
cedx	0.5	noun	-0.5	8	braccio	armato	1180.831363	3.072187879537359	0	0.752888	0.31517235189676285	0.3926403379259267
cz	-0.5	noun	-0.5	8	braccio	calmo	542.034742	2.734027123762252	1	0.822166	0.2126411646604538	0.28800195012107555
cz	-0.5	noun	-0.5	8	braccio	inerme	781.056671	2.892682546053589	1	0.726704	0.2384091205894947	0.4023855187917327
cz	-0.5	noun	-0.5	8	brezza	diurna	566.351659	2.7530861770166237	1	0.68754	0.2646711394190788	0.24727994830815958
cedx	0.5	noun	-0.5	8	brezza	notturna	819.72611	2.913668768499244	0	0.814256	0.21930839866399765	0.3751581155136803
cedx	0.5	noun	-0.5	8	cane	fedele	844.551053	2.9266259077448282	1	0.878063	0.2750668078660965	0.213522750960907
cedx	0.5	noun	-0.5	8	cane	infido	482.612874	2.6835989028039857	1	0.793918	0.226072046905756	0.24787474751334027
cedx	0.5	noun	-0.5	8	carota	grassa	799.811219	2.9029874917150074	1	0.821836	0.27130618318915367	0.31121793647628904
cz	-0.5	noun	-0.5	8	casco	beige	525.398829	2.720489100502954	1	0.7846	0.15871575754135847	0.22118333002449186
cedx	0.5	noun	-0.5	8	cavallo	pazzo	500.719924	2.699594872627395	1	0.719265	0.3995155096054077	0.37472091554293097
cz	-0.5	noun	-0.5	8	cavallo	razionale	455.202337	2.6582044830522142	1	0.903464	0.10613321885466576	0.13797198586870918
cedx	0.5	noun	-0.5	8	caverna	buia	434.998652	2.638487911138847	1	0.5475829999999999	0.3612513989210129	0.454527966701444
cz	-0.5	noun	-0.5	8	cenere	gialla	446.301206	2.649628060397414	1	0.822435	0.20430271700024605	0.2017596762549141
cedx	0.5	noun	-0.5	8	cuore	affollato	602.784572	2.7801621282129134	1	0.94702	0.20840153470635414	0.23276731213036184
cedx	0.5	noun	-0.5	8	cuore	aperto	915.00463	2.9614232916384307	1	0.867681	0.282264307141304	0.19281328460894742
cedx	0.5	noun	-0.5	8	cuore	logico	448.540387	2.6518015534259627	1	0.949962	0.14183794520795345	0.12292968740297217
cedx	0.5	noun	-0.5	8	cuore	matto	425.612194	2.6290140622170863	1	0.952782	0.30408861115574837	0.28624269838854155
cedx	0.5	noun	-0.5	8	cuore	solitario	433.413953	2.636902888555936	1	0.851199	0.3012188971042633	0.3417039188547859
cedx	0.5	noun	-0.5	8	denaro	difficile	526.655273	2.7215264368042162	0	0.953732	0.14086881466209888	0.20681659682695008
cz	-0.5	noun	-0.5	8	denaro	facile	526.066302	2.721040483275641	1	0.863129	0.19752413779497147	0.21270327951709544
cedx	0.5	noun	-0.5	8	denaro	sporco	479.271039	2.680581186591418	1	0.642911	0.34373852610588074	0.22006035056974338
cz	-0.5	noun	-0.5	8	elefante	africano	464.250345	2.6667522351507316	1	0.617944	0.3814227879047394	0.2909769394802192
cz	-0.5	noun	-0.5	8	elefante	europeo	492.703053	2.692585253358622	1	0.878978	0.19611775875091553	0.09412376593253446
cz	-0.5	noun	-0.5	8	erba	rossa	415.785665	2.6188695121269636	1	0.841343	0.3038061186671257	0.2310238120523711
cedx	0.5	noun	-0.5	8	erba	secca	702.308743	2.8465280749562565	1	0.809669	0.260718934237957	0.4255355136634783
cedx	0.5	noun	-0.5	8	famiglia	semplice	735.268798	2.8664461365634124	0	1.05081	0.19875510595738888	0.06711052002181772
cz	-0.5	noun	-0.5	8	ferita	aperta	328.617324	2.5166904547755005	1	0.798561	0.3014269657433033	0.09350044125435764
cedx	0.5	noun	-0.5	8	ferita	otturata	502.755308	2.7013566644959117	1	0.6919390000000001	0.2601533830165863	nan
cz	-0.5	noun	-0.5	8	ferro	caldo	621.212892	2.793240460041652	1	0.750679	0.3137762248516083	0.21387825280103612
cedx	0.5	noun	-0.5	8	fiamma	pigra	402.63148	2.604907727472197	1	0.954586	0.153572091832757	0.0972954642132624
cedx	0.5	noun	-0.5	8	fiamma	viva	438.221059	2.6416932440319365	1	0.783726	0.2946101501584053	0.15318389485285966
cedx	0.5	noun	-0.5	8	folla	rinsavita	611.380567	2.7863116303684894	1	0.839333	0.1687691118568182	nan
cz	-0.5	noun	-0.5	8	formaggio	fiacco	489.656507	2.6898915301796236	1	0.923882	0.1605277005583048	0.0771850518038486
cz	-0.5	noun	-0.5	8	formaggio	fresco	455.759112	2.6587353602710837	1	0.593484	0.3501848876476288	0.6851910988973652
cedx	0.5	noun	-0.5	8	fragola	fresca	810.585284	2.908798714955132	1	0.717123	0.3194972313940525	0.5591392148376614
cedx	0.5	noun	-0.5	8	fragola	rancida	472.126346	2.674058235981283	1	0.663941	0.24179070070385933	0.11592745986740449
cedx	0.5	noun	-0.5	8	fumo	nero	405.462007	2.607950165764725	1	0.812208	0.32503848895430565	0.13082850564040593
cedx	0.5	noun	-0.5	8	fumo	pulito	697.237289	2.843380605594985	1	0.841869	0.14533876813948154	0.1896509209092786
cz	-0.5	noun	-0.5	8	gallina	giovane	754.290978	2.8775389131935416	0	0.826796	0.25562041252851486	0.20610276630521207
cz	-0.5	noun	-0.5	8	gallina	vecchia	402.027911	2.60425620525487	1	0.763306	0.3605252429842949	0.23222978274302708
cedx	0.5	noun	-0.5	8	ghiaccio	snello	447.137416	2.6504410127050764	1	0.960087	0.15401805192232132	0.11262567934325318
cz	-0.5	noun	-0.5	8	gufo	muto	712.318256	2.852674075017686	1	0.815701	0.21084700152277946	0.27745876036622286
cz	-0.5	noun	-0.5	8	gufo	parlante	429.822505	2.633289150898185	1	0.723986	0.3262294605374336	0.24708163792581495
cedx	0.5	noun	-0.5	8	inverno	lento	957.174236	2.980991000311627	0	0.871128	0.2219063676893711	0.1512704516624409
cz	-0.5	noun	-0.5	8	inverno	lungo	452.939619	2.6560403104390433	0	0.86466	0.2586267814040184	nan
cz	-0.5	noun	-0.5	8	investigatore	pubblico	387.903141	2.588723296262714	1	0.7356400000000001	0.27939198911190033	0.2659528840015024
cz	-0.5	noun	-0.5	8	lago	maggiore	514.295602	2.7112128104667286	1	0.922953	0.2991532161831856	0.05041958335152308
cedx	0.5	noun	-0.5	8	latte	diviso	425.410213	2.6288079119802066	1	0.939622	0.09467680845409632	0.07064811590287634
cz	-0.5	noun	-0.5	8	latte	materno	400.360521	2.6024512457374236	1	0.6029800000000001	0.42501869797706604	0.37382898112971685
cz	-0.5	noun	-0.5	8	latte	paterno	409.828204	2.612601842840386	1	0.969623	0.20753974840044975	0.08513625110545309
cedx	0.5	noun	-0.5	8	letto	caldo	373.553273	2.572352545964306	1	0.821632	0.19562644883990288	0.14158259962618047
cedx	0.5	noun	-0.5	8	letto	temperato	456.146033	2.659103902254288	1	0.9636709999999999	0.09505188185721636	0.1715323009114902
cedx	0.5	noun	-0.5	8	limone	blu	391.002208	2.5921792098754284	1	0.737665	0.2863672748208046	0.061975429089768164
cedx	0.5	noun	-0.5	8	limone	giallo	307.392979	2.487693943787085	1	0.723707	0.347186379134655	0.21184497231416222
cedx	0.5	noun	-0.5	8	limone	rosso	489.428615	2.689689357278344	1	0.698731	0.32045847550034523	0.26052838909200937
cz	-0.5	noun	-0.5	8	mela	gialla	970.249012	2.9868832091722517	1	0.7481519999999999	0.3081381544470787	0.32501525244363405
cz	-0.5	noun	-0.5	8	mela	nera	428.13074	2.631576411513558	1	0.885539	0.269665140658617	0.15359974909366714
cedx	0.5	noun	-0.5	8	mela	rossa	405.737531	2.6082451820999863	1	0.804145	0.3494937941431999	0.2497925885439951
cedx	0.5	noun	-0.5	8	melanzana	gialla	417.53512	2.620693011030939	1	0.647314	0.3486209660768509	0.26487736197637646
cz	-0.5	noun	-0.5	8	melanzana	viola	551.41261	2.741476693563003	1	0.788748	0.3707217052578926	0.21992735335061964
cz	-0.5	noun	-0.5	8	notte	opaca	561.063627	2.749012114889137	1	0.932573	0.20476436242461205	0.06664396393034588
cz	-0.5	noun	-0.5	8	notte	superficiale	458.055772	2.6609183600938358	1	1.01228	0.12752355076372623	0.06660391439035507
cedx	0.5	noun	-0.5	8	oca	bianca	604.907188	2.781688745178848	1	0.728925	0.3143697753548622	0.19699363556759852
cz	-0.5	noun	-0.5	8	orso	affamato	576.567343	2.7608500401393443	1	0.7435229999999999	0.33317190781235695	0.3580395169358874
cedx	0.5	noun	-0.5	8	orso	polare	487.517617	2.687990314039987	1	0.737036	0.38528771698474884	0.29274108258772336
cz	-0.5	noun	-0.5	8	orso	sazio	404.907956	2.6073563102654544	1	0.894186	0.21320319920778275	0.24069987547073035
cz	-0.5	noun	-0.5	8	orso	tropicale	660.717284	2.8200156678612065	1	0.813721	0.2131226882338524	0.22419646235666713
cz	-0.5	noun	-0.5	8	pecora	nera	426.200607	2.629614063906017	1	0.7309570000000001	0.38131625950336456	0.23292583939626577
cz	-0.5	noun	-0.5	8	pelle	sensibile	433.836842	2.6373264301076365	1	0.764155	0.2917226254940033	0.40765116930379564
cedx	0.5	noun	-0.5	8	peperone	cremisi	512.114109	2.7093667410295477	1	0.77868	0.20727806724607944	0.14066387698033356
cedx	0.5	noun	-0.5	8	peperone	giallo	289.16224	2.4611415803572374	1	0.592244	0.35326652228832245	0.2943692554608246
cz	-0.5	noun	-0.5	8	peperone	ocra	800.133117	2.9031622459534847	1	0.69827	0.20762163400650024	0.19317066129976257
cedx	0.5	noun	-0.5	8	peperone	rosso	387.438208	2.588202447320975	1	0.588954	0.3921602591872215	0.37075455903055266
cz	-0.5	noun	-0.5	8	pera	corta	953.855169	2.9794824375142586	1	0.843301	0.1959917638450861	0.19289694662394996
cedx	0.5	noun	-0.5	8	persona	aperta	882.065318	2.945500746352487	1	0.983742	0.19385155104100704	0.13445630771407924
cz	-0.5	noun	-0.5	8	pianeta	blu	873.384886	2.9412056721472704	0	0.891621	0.2689633257687092	0.12605795786848062
cz	-0.5	noun	-0.5	8	pianeta	rosso	538.829935	2.7314517151953077	1	0.866105	0.3122847005724907	0.1364631502055058
cz	-0.5	noun	-0.5	8	piccione	verde	515.839024	2.712514194077177	1	0.821995	0.2455398328602314	0.13133113103114646
cz	-0.5	noun	-0.5	8	poltrona	piena	735.19337	2.866401581912606	1	0.972675	0.13411768525838852	0.14346737638531848
cz	-0.5	noun	-0.5	8	poltrona	vuota	466.024662	2.668408900138726	1	0.765161	0.28215455636382103	0.24960600643698438
cedx	0.5	noun	-0.5	8	pomodoro	fresco	371.009444	2.5693849646686453	1	0.634823	0.2939916253089905	0.6864097093111344
cedx	0.5	noun	-0.5	8	pomodoro	rancido	803.407766	2.90493602544724	0	0.670863	0.2584523521363735	0.22601746479997675
cedx	0.5	noun	-0.5	8	principe	azzurro	246.27753	2.3914247892561766	1	0.705777	0.3843027651309967	0.2562989518509684
cedx	0.5	noun	-0.5	8	quercia	stretta	692.655002	2.8405169748205203	1	0.967057	0.2183153536170721	0.14881720362234174
cz	-0.5	noun	-0.5	8	romanzo	giallo	302.452407	2.48065704509286	1	0.601623	0.393206350505352	0.23470357910746908
cz	-0.5	noun	-0.5	8	sale	grosso	437.197395	2.640677565582112	1	0.83607	0.2734149321913719	0.11970501605777528
cedx	0.5	noun	-0.5	8	sale	sottile	489.257573	2.6895375566328648	1	0.811165	0.09799576736986637	0.1852163965825735
cedx	0.5	noun	-0.5	8	scatola	fatata	779.752524	2.891956789209878	1	0.801715	0.28965921327471733	0.14014818359736503
cz	-0.5	noun	-0.5	8	scatola	magica	486.18749	2.6868037799004347	1	0.837242	0.31449414789676666	0.1805201805710045
cz	-0.5	noun	-0.5	8	scuola	materna	387.056316	2.587774158684748	1	0.340997	0.4596046954393387	0.49612169432626696
cz	-0.5	noun	-0.5	8	scuola	paterna	497.652704	2.6969263681544193	1	0.718461	0.2697770893573761	0.20595144163406864
cedx	0.5	noun	-0.5	8	sedia	analogica	689.107065	2.838286702497457	1	1.00834	0.14173067919909954	0.11793135131114751
cz	-0.5	noun	-0.5	8	sedia	elettrica	531.822271	2.725766520227372	1	0.7201679999999999	0.29589689150452614	0.14275288189791047
cedx	0.5	noun	-0.5	8	segretaria	privata	991.116958	2.996124906974558	0	0.893648	0.28836536034941673	0.29028630729706917
cedx	0.5	noun	-0.5	8	soldato	complesso	414.392332	2.6174117105380983	1	0.949142	0.1440982837229967	0.12048866132042557
cedx	0.5	noun	-0.5	8	soldato	semplice	1438.967453	3.1580509710440716	1	0.911369	0.23032625392079353	0.083931854577324
cedx	0.5	noun	-0.5	8	sole	caldo	301.053626	2.4786438623762774	1	0.5922879999999999	0.37691183388233185	0.33646451011055434
cedx	0.5	noun	-0.5	8	sole	freddo	686.102005	2.836388688469632	1	0.6241479999999999	0.3522321544587612	0.3576938540793342
cz	-0.5	noun	-0.5	8	sorriso	depresso	754.455594	2.877633683013793	1	0.843623	0.21840600669384003	0.3196274973343728
cz	-0.5	noun	-0.5	8	sorriso	diabolico	528.287185	2.722870075855806	1	0.8368990000000001	0.26938479766249657	0.31966077594230313
cz	-0.5	noun	-0.5	8	sorriso	divertito	456.002229	2.6589669655592467	0	0.61827	0.2512144409120083	0.5034819032916004
cz	-0.5	noun	-0.5	8	specchio	muto	501.969524	2.700677350690026	1	0.76806	0.20689435675740242	0.329372974255424
cz	-0.5	noun	-0.5	8	stazione	centrale	373.164117	2.571899875861898	1	0.6878960000000001	0.47584428638219833	0.4190549741534553
cedx	0.5	noun	-0.5	8	stazione	laterale	454.074889	2.657127485450237	1	0.80093	0.19759603776037693	0.1786901936369374
cz	-0.5	noun	-0.5	8	stella	rossa	345.541612	2.5385003549628404	0	0.667088	0.4219701364636421	0.28321203348290314
cedx	0.5	noun	-0.5	8	stella	verde	465.648916	2.668058596283174	1	0.913502	0.21525014378130436	0.15076214055860426
cedx	0.5	noun	-0.5	8	torre	medievale	370.043958	2.568253317534252	1	0.754339	0.30627209693193436	0.690151873167059
cedx	0.5	noun	-0.5	8	torre	moderna	759.119246	2.8803100022617976	1	0.892562	0.24112088605761528	0.2632337770453206
cz	-0.5	noun	-0.5	8	uniforme	militare	359.378427	2.555552003446139	1	0.767898	0.33674194663763046	0.1261977831598784
cedx	0.5	noun	-0.5	8	uova	fresche	508.51456	2.706303392336698	1	0.677354	0.36153218895196915	0.5662431419974366
cedx	0.5	noun	-0.5	8	uova	stantie	587.633833	2.7691067923296036	1	0.864464	0.18767932429909706	0.07462379246241002
cz	-0.5	noun	-0.5	8	uva	bianca	486.282544	2.686888680054416	1	0.848542	0.30750293657183647	0.19995204144680467
cz	-0.5	noun	-0.5	8	uva	marrone	624.723743	2.7956880118815666	1	0.83509	0.2657885439693928	0.21139487299283877
cedx	0.5	noun	-0.5	8	vedova	bianca	321.943781	2.507780040226499	1	0.8084210000000001	0.3588878810405731	0.17917221297848196
cz	-0.5	noun	-0.5	8	vedova	nera	502.164032	2.7008456027151433	1	0.780218	0.343965508043766	0.2302927933954254
cz	-0.5	noun	-0.5	8	zucchero	amaro	749.297327	2.8746541833238175	1	0.6750849999999999	0.2773638404905796	0.543150190546855
cedx	0.5	noun	-0.5	8	zucchero	dolce	302.458902	2.480666371229165	1	0.654304	0.3296000249683857	0.5192597140243527
cedx	0.5	noun	-0.5	9	albicocca	secca	568.567025	2.754781668446555	1	0.7187520000000001	0.3162410035729408	0.5690767612368812
cedx	0.5	noun	-0.5	9	albicocca	viola	421.554904	2.6248541458679817	1	0.527671	0.27259038016200066	0.25158054207035807
cedx	0.5	noun	-0.5	9	alghe	fossili	490.549916	2.6906832056820926	1	0.7088220000000001	0.298440620303154	0.3676731103539146
cedx	0.5	noun	-0.5	9	alghe	marine	420.394841	2.6236573778153396	1	0.608399	0.43535394966602325	0.3707736081900823
cz	-0.5	noun	-0.5	9	animale	adolescente	758.497449	2.8799541244937625	1	0.864467	0.2568953037261963	0.21905588976032409
