condition	dummy_condition	subject	session	category	word	rt	log_rt	fasttext_cos_similarity	ppmi_cos_similarity
sham	1.0	001	1	Ader	Vene	1796.5974062813	7.494206277991407	0.3226347714662552	0.20626918926046345
pIFG	1.5	002	3	Ader	Körper	1697.41558890533	7.437451088929901	0.2189104352146387	0.202287980919154
aIFG	0.5	004	3	Ader	Vene	1549.99999999999	7.346655163176532	0.3226347714662552	0.20626918926046345
sham	1.0	005	2	Ader	Gefaess	3189.86579322938	8.068047567490112	0.21312689827755094	0.17382150613516778
sham	1.0	006	1	Ader	Vene	1839.10389944243	7.5175773160971024	0.3226347714662552	0.20626918926046345
aIFG	0.5	007	2	Ader	Vene	1305.41126308604	7.175039163087278	0.3226347714662552	0.20626918926046345
pIFG	1.5	008	3	Ader	Vene	2127.20346420118	7.663033458767409	0.3226347714662552	0.20626918926046345
pIFG	1.5	009	1	Ader	Muskel	1923.33333333333	7.562334866392822	0.271605271846056	0.2262039743862061
sham	1.0	010	2	Ader	Vene	1994.96104103323	7.5988809381604945	0.3226347714662552	0.20626918926046345
aIFG	0.5	011	3	Ader	Arterie	3710.0	8.219056661060597	0.339893601834774	0.2175810727333416
pIFG	1.5	012	1	Ader	Vene	1409.31602414658	7.251569088859115	0.3226347714662552	0.20626918926046345
aIFG	0.5	013	2	Ader	Blut	1692.69264522076	7.434666421454371	0.25255482643842697	0.21970093374926603
pIFG	1.5	014	3	Ader	Vene	1612.40260258308	7.386100645606246	0.3226347714662552	0.20626918926046345
pIFG	1.5	015	1	Ader	Vene	1957.17749155667	7.579769468398118	0.3226347714662552	0.20626918926046345
sham	1.0	016	1	Ader	Vene	1725.75325101275	7.453998190702361	0.3226347714662552	0.20626918926046345
aIFG	0.5	017	3	Ader	Arterie	2320.84415526854	7.7501170434113344	0.339893601834774	0.2175810727333416
sham	1.0	018	2	Ader	Vene	1102.32468464954	7.006083340986058	0.3226347714662552	0.20626918926046345
pIFG	1.5	020	3	Ader	Vene	2632.55843845015	7.876091229089297	0.3226347714662552	0.20626918926046345
sham	1.0	021	1	Ader	Vene	2311.3982678994	7.746040476159173	0.3226347714662552	0.20626918926046345
pIFG	1.5	022	1	Ader	Vene	1640.7402646905	7.40351209521674	0.3226347714662552	0.20626918926046345
sham	1.0	023	2	Ader	Vene	2816.75324214837	7.943695123737574	0.3226347714662552	0.20626918926046345
aIFG	0.5	024	3	Ader	Vene	1664.35498311334	7.417793582761075	0.3226347714662552	0.20626918926046345
aIFG	0.5	103	2	Ader	Arterie	2363.35064842967	7.76825869596536	0.339893601834774	0.2175810727333416
aIFG	0.5	001	3	Adler	Geier	3369.33765324303	8.122768212168001	0.3746662959456444	0.32429625814080576
sham	1.0	002	2	Adler	Vogel	1428.20779888486	7.264875582952768	0.45889561623334885	0.37994388311291716
pIFG	1.5	003	1	Adler	Vogel	1848.54978681157	7.522697529975658	0.45889561623334885	0.37994388311291716
pIFG	1.5	004	2	Adler	Vogel	1244.01299518664	7.126901246745249	0.45889561623334885	0.37994388311291716
aIFG	0.5	005	1	Adler	Bussard	1867.44156154984	7.5328599728409635	0.22653526533395052	0.18394397873282964
aIFG	0.5	006	3	Adler	Vogel	1711.58441995904	7.445758865247803	0.45889561623334885	0.37994388311291716
pIFG	1.5	007	1	Adler	Geier	1248.7359388712	7.130687559077114	0.3746662959456444	0.32429625814080576
sham	1.0	009	3	Adler	Taube	2623.11255108101	7.872498042086562	0.2687319163233042	0.2808179629965244
aIFG	0.5	010	1	Adler	Taube	2108.3116894629	7.654116959726214	0.2687319163233042	0.2808179629965244
pIFG	1.5	011	2	Adler	Geier	2301.95238053026	7.741947222459824	0.3746662959456444	0.32429625814080576
sham	1.0	012	3	Adler	Sperber	1399.87013677744	7.244848848805491	0.3817492574453354	0.27377117428839637
pIFG	1.5	013	1	Adler	Spatz	1867.44156154984	7.5328599728409635	0.35685549303889275	0.2624356337608509
sham	1.0	014	2	Adler	Falke	1532.11255994539	7.3350553007982695	0.4834941327571869	0.4010619729123448
sham	1.0	015	3	Adler	Falke	2270.0	7.7279755421055585	0.4834941327571869	0.4010619729123448
aIFG	0.5	016	3	Adler	Vogel	1806.04329365044	7.499447249159918	0.45889561623334885	0.37994388311291716
pIFG	1.5	017	2	Adler	Falke	1961.90043524124	7.58217847227756	0.4834941327571869	0.4010619729123448
aIFG	0.5	018	1	Adler	Bussard	1430.0	7.266128779556451	0.22653526533395052	0.18394397873282964
pIFG	1.5	019	1	Adler	Taube	2793.13852372552	7.935279117587737	0.2687319163233042	0.2808179629965244
sham	1.0	020	2	Adler	Moewe	3070.0	8.029758520440822	0.2703242599964142	0.2377704564572488
aIFG	0.5	021	3	Adler	Habicht	2339.73593000682	7.758220658909902	0.40398093312978745	0.25006812662377675
sham	1.0	022	3	Adler	Spatz	1409.31602414658	7.251569088859115	0.35685549303889275	0.2624356337608509
aIFG	0.5	023	1	Adler	Falke	1810.76623733501	7.5020574701874025	0.4834941327571869	0.4010619729123448
pIFG	1.5	103	1	Adler	Geier	2131.92640788575	7.665250216181708	0.3746662959456444	0.32429625814080576
sham	1.0	001	1	Apfel	Birne	1536.83550362996	7.33813118961858	0.45156123489141464	0.4849418587004517
pIFG	1.5	002	3	Apfel	Birne	1026.75758569643	6.93513460662784	0.45156123489141464	0.4849418587004517
aIFG	0.5	003	2	Apfel	Birne	1319.58009413975	7.185826384301229	0.45156123489141464	0.4849418587004517
aIFG	0.5	004	3	Apfel	Birne	1150.0	7.048386408721883	0.45156123489141464	0.4849418587004517
sham	1.0	005	2	Apfel	Kiwi	1659.63203942877	7.414953555528816	0.3752390220761299	0.44931914806531137
sham	1.0	006	1	Apfel	Banane	1640.7402646905	7.40351209521674	0.43873322010040283	0.6538577516166114
aIFG	0.5	007	2	Apfel	Birne	976.666666666666	6.88516878030934	0.45156123489141464	0.4849418587004517
pIFG	1.5	008	3	Apfel	Birne	1643.33333333333	7.405090312565626	0.45156123489141464	0.4849418587004517
pIFG	1.5	009	1	Apfel	Birne	1710.0	7.444833273892193	0.45156123489141464	0.4849418587004517
sham	1.0	010	2	Apfel	Birne	2190.0	7.692113339595466	0.45156123489141464	0.4849418587004517
aIFG	0.5	011	3	Apfel	Kirsche	1687.96970153619	7.431873977947189	0.39853385835886	0.42050477637285466
pIFG	1.5	012	1	Apfel	Birne	1016.66666666666	6.925267704066761	0.45156123489141464	0.4849418587004517
aIFG	0.5	013	2	Apfel	Orange	2470.0	7.81237820598861	0.34390702843666077	0.3706087728001384
pIFG	1.5	014	3	Apfel	Birne	1336.66666666666	7.198682081598802	0.45156123489141464	0.4849418587004517
pIFG	1.5	015	1	Apfel	Apfelsine	1432.93074256943	7.2681747233192056	0.4637620747089386	0.31336810693194606
sham	1.0	016	1	Apfel	Banane	1309.99999999999	7.178545483763692	0.43873322010040283	0.6538577516166114
aIFG	0.5	017	3	Apfel	Birne	2336.66666666666	7.756908559868798	0.45156123489141464	0.4849418587004517
sham	1.0	018	2	Apfel	Birne	1176.66666666666	7.071290358691029	0.45156123489141464	0.4849418587004517
aIFG	0.5	019	2	Apfel	Birne	1696.66666666666	7.43701003821649	0.45156123489141464	0.4849418587004517
pIFG	1.5	020	3	Apfel	Birne	1857.9956741807	7.527791660758381	0.45156123489141464	0.4849418587004517
sham	1.0	021	1	Apfel	Kiwi	2353.90476106053	7.764255564469495	0.3752390220761299	0.44931914806531137
pIFG	1.5	022	1	Apfel	Birne	1900.50216734183	7.550399467174044	0.45156123489141464	0.4849418587004517
sham	1.0	023	2	Apfel	Erdbeere	3723.55842958576	8.222703581393871	0.45595937222242355	0.5391012719458641
aIFG	0.5	024	3	Apfel	Birne	1536.83550362996	7.33813118961858	0.45156123489141464	0.4849418587004517
aIFG	0.5	103	2	Apfel	Banane	2377.51947948338	7.774233505657333	0.43873322010040283	0.6538577516166114
sham	1.0	001	1	Arm	Bein	1496.66666666666	7.3116636204020455	0.43418678641319275	0.5234033068950024
pIFG	1.5	002	3	Arm	Bein	1168.44589623352	7.064285322648431	0.43418678641319275	0.5234033068950024
aIFG	0.5	003	2	Arm	Hand	1206.22944571008	7.096083298897451	0.3996706157922745	0.37961255129088334
aIFG	0.5	004	3	Arm	Bein	1043.33333333333	6.951134002284078	0.43418678641319275	0.5234033068950024
sham	1.0	005	2	Arm	Bein	1244.01299518664	7.126901246745249	0.43418678641319275	0.5234033068950024
sham	1.0	006	1	Arm	Bein	1258.18182624034	7.138217444776536	0.43418678641319275	0.5234033068950024
aIFG	0.5	007	2	Arm	Bein	918.129880951325	6.823427440934844	0.43418678641319275	0.5234033068950024
pIFG	1.5	008	3	Arm	Bein	1176.66666666666	7.071290358691029	0.43418678641319275	0.5234033068950024
pIFG	1.5	009	1	Arm	Fuss	1206.22944571008	7.096083298897451	0.3093434050679207	0.11976295569178219
sham	1.0	010	2	Arm	Bein	1509.99999999999	7.320526962272733	0.43418678641319275	0.5234033068950024
aIFG	0.5	011	3	Arm	Bein	1234.5671078175	7.119285340276937	0.43418678641319275	0.5234033068950024
pIFG	1.5	012	1	Arm	Bein	883.333333333333	6.78483406546963	0.43418678641319275	0.5234033068950024
aIFG	0.5	013	2	Arm	Hand	1319.58009413975	7.185826384301229	0.3996706157922745	0.37961255129088334
pIFG	1.5	014	3	Arm	Bein	1229.84416413293	7.11545552526507	0.43418678641319275	0.5234033068950024
pIFG	1.5	015	1	Arm	Bein	1403.33333333333	7.2473179733109045	0.43418678641319275	0.5234033068950024
sham	1.0	016	1	Arm	Fuss	1182.61472728723	7.076328363239477	0.3093434050679207	0.11976295569178219
aIFG	0.5	017	3	Arm	Bein	1843.33333333333	7.519873154229998	0.43418678641319275	0.5234033068950024
sham	1.0	018	2	Arm	Bein	771.718626729663	6.649914980679357	0.43418678641319275	0.5234033068950024
aIFG	0.5	019	2	Arm	Hand	1291.24243203233	7.164134307632093	0.3996706157922745	0.37961255129088334
pIFG	1.5	020	3	Arm	Bein	1380.97836203916	7.231271347214565	0.43418678641319275	0.5234033068950024
sham	1.0	021	1	Arm	Bein	1563.33333333333	7.355215027126306	0.43418678641319275	0.5234033068950024
pIFG	1.5	022	1	Arm	Bein	1416.66666666666	7.256767606585519	0.43418678641319275	0.5234033068950024
sham	1.0	023	2	Arm	Bein	1277.07360097862	7.15310922402929	0.43418678641319275	0.5234033068950024
aIFG	0.5	024	3	Arm	Bein	1522.66667257625	7.328874993542162	0.43418678641319275	0.5234033068950024
aIFG	0.5	103	2	Arm	Fuss	1470.71429204598	7.294183185372475	0.3093434050679207	0.11976295569178219
pIFG	1.5	001	2	Armband	Ring	2486.14718422848	7.818891623487105	0.36911436170339584	0.4690210062225084
aIFG	0.5	002	1	Armband	Halskette	1839.10389944243	7.5175773160971024	0.6182118803262711	0.6350030653510715
sham	1.0	003	3	Armband	Uhr	1914.67099839554	7.557823231049293	0.31085142865777016	0.12484420154305098
sham	1.0	004	1	Armband	Uhr	1430.0	7.266128779556451	0.31085142865777016	0.12484420154305098
pIFG	1.5	005	3	Armband	Kette	2056.35930893264	7.629178550593616	0.4877622723579407	0.5842945046403177
pIFG	1.5	006	2	Armband	Uhr	2310.0	7.745435610274381	0.31085142865777016	0.12484420154305098
sham	1.0	007	3	Armband	Kette	1371.53247467002	7.224412834065532	0.4877622723579407	0.5842945046403177
aIFG	0.5	008	1	Armband	Uhr	1563.33333333333	7.355215027126306	0.31085142865777016	0.12484420154305098
aIFG	0.5	009	2	Armband	Kette	1262.90476992491	7.1419612316193035	0.4877622723579407	0.5842945046403177
pIFG	1.5	010	3	Armband	Uhr	2176.66666666666	7.686009246172637	0.31085142865777016	0.12484420154305098
sham	1.0	011	1	Armband	Ring	2887.59739741691	7.968526333682416	0.36911436170339584	0.4690210062225084
aIFG	0.5	012	2	Armband	Kette	1045.6493604347	6.953349255480962	0.4877622723579407	0.5842945046403177
sham	1.0	013	3	Armband	Ring	1414.03896783115	7.2549123488014295	0.36911436170339584	0.4690210062225084
aIFG	0.5	014	1	Armband	Halsband	2018.57575945608	7.610642748266699	0.5467572063207626	0.4660085868534174
aIFG	0.5	015	2	Armband	Uhr	2240.55411263086	7.714924704562568	0.31085142865777016	0.12484420154305098
pIFG	1.5	016	2	Armband	Armbanduhr	2083.33333333333	7.6422043388991865	0.6043480783700943	0.6007853390151447
sham	1.0	017	1	Armband	Uhr	1989.99999999999	7.596392304064191	0.31085142865777016	0.12484420154305098
pIFG	1.5	018	3	Armband	Kette	1362.08658730088	7.21750695667869	0.4877622723579407	0.5842945046403177
sham	1.0	019	3	Armband	Uhr	2883.33333333333	7.967049071938628	0.31085142865777016	0.12484420154305098
aIFG	0.5	020	1	Armband	Halsband	2386.96536685252	7.778196971414241	0.5467572063207626	0.4660085868534174
pIFG	1.5	021	2	Armband	Kette	2708.12553740326	7.9043811818763805	0.4877622723579407	0.5842945046403177
aIFG	0.5	022	2	Armband	Kleidung	2103.58874577833	7.651875356852678	0.2960006557404995	0.3371397521837163
pIFG	1.5	023	3	Armband	Uhr	2528.65367738961	7.835837685944497	0.31085142865777016	0.12484420154305098
sham	1.0	024	1	Armband	Halsband	1390.4242494083	7.23808314140171	0.5467572063207626	0.4660085868534174
sham	1.0	103	3	Armband	Uhr	3317.38527271276	8.10723357995664	0.31085142865777016	0.12484420154305098
pIFG	1.5	001	2	Arzt	Krankenschwester	2599.49783265816	7.863458179780039	0.5232013761997223	0.33632673587733386
aIFG	0.5	002	1	Arzt	Patient	2523.93073370504	7.833968909137167	0.5093073546886444	0.7916415252670325
sham	1.0	003	3	Arzt	Doktor	1669.07792679791	7.420625567075367	0.4789848178625107	0.30079794570895
sham	1.0	004	1	Arzt	krank	1352.64069993174	7.210553056316402	0.39243631809949875	0.4461081912674981
pIFG	1.5	005	3	Arzt	Sanitaeter	1791.87446259673	7.491575455870474	0.3299471754580736	0.25711594141459626
pIFG	1.5	006	2	Arzt	Krankenschwester	1957.17749155667	7.579769468398118	0.5232013761997223	0.33632673587733386
sham	1.0	007	3	Arzt	Professor	2216.93939420801	7.704333843014002	0.28519519977271557	0.24226584560865783
aIFG	0.5	009	2	Arzt	Bauarbeiter	3483.33333333333	8.156032008864596	0.24584725499153137	0.157501346090977
pIFG	1.5	010	3	Arzt	Chirurg	3029.28570795401	8.016412187112232	0.5660360679030418	0.5148723934780179
sham	1.0	011	1	Arzt	Doktor	2604.22077634273	7.865272701591594	0.4789848178625107	0.30079794570895
aIFG	0.5	012	2	Arzt	Schwester	1480.16017941512	7.300580964675322	0.33490805700421333	0.10700105413675087
sham	1.0	013	3	Arzt	Krankenschwester	1706.86147627447	7.442997268175699	0.5232013761997223	0.33632673587733386
aIFG	0.5	014	1	Arzt	Krankenhaus	2386.96536685252	7.778196971414241	0.5003957152366638	0.47129089767689747
aIFG	0.5	015	2	Arzt	Krankheit	1938.28571681839	7.5700749970528065	0.3041771948337555	0.6564597197588684
pIFG	1.5	016	2	Arzt	Schwester	1423.48485520029	7.261565522221418	0.33490805700421333	0.10700105413675087
sham	1.0	017	1	Arzt	Zahnarzt	1593.5108278448	7.374322277173245	0.6353686302900314	0.5677823747848755
pIFG	1.5	018	3	Arzt	Krankenschwester	1258.18182624034	7.138217444776536	0.5232013761997223	0.33632673587733386
sham	1.0	019	3	Arzt	Krankenschwester	2982.05627110831	8.000703648268543	0.5232013761997223	0.33632673587733386
aIFG	0.5	020	1	Arzt	Schwester	2783.69263635638	7.93189278230544	0.33490805700421333	0.10700105413675087
pIFG	1.5	021	2	Arzt	Pfleger	2443.64069106736	7.801653434491124	0.4302015006542206	0.3505694686571805
aIFG	0.5	022	2	Arzt	Beruf	1380.97836203916	7.231271347214565	0.35431571304798126	0.2267926294680438
pIFG	1.5	023	3	Arzt	Apotheker	4129.73158645876	8.326209809846107	0.4852869212627411	0.6862946314108304
sham	1.0	024	1	Arzt	Patient	1451.8225173077	7.281263506975058	0.5093073546886444	0.7916415252670325
aIFG	0.5	001	3	Aufzug	Treppe	2821.47618583294	7.945369858727972	0.4786284863948822	0.5920990772766097
sham	1.0	002	2	Aufzug	Treppe	1225.12122044836	7.111610986362335	0.4786284863948822	0.5920990772766097
pIFG	1.5	004	2	Aufzug	Treppe	1503.77489783797	7.3163985964534595	0.4786284863948822	0.5920990772766097
aIFG	0.5	005	1	Aufzug	Fahrstuhl	1092.8787972804	6.997485188252461	0.6040416285395622	0.8008707657792141
aIFG	0.5	006	3	Aufzug	Treppe	1527.38961626082	7.33196992168734	0.4786284863948822	0.5920990772766097
pIFG	1.5	007	1	Aufzug	Treppe	1173.16883991809	7.068315805991379	0.4786284863948822	0.5920990772766097
sham	1.0	008	2	Aufzug	Treppe	1735.19913838189	7.459453599690962	0.4786284863948822	0.5920990772766097
sham	1.0	009	3	Aufzug	Treppe	1461.26840467684	7.287744210789892	0.4786284863948822	0.5920990772766097
aIFG	0.5	010	1	Aufzug	Rolltreppe	3846.35496538458	8.255141169196053	0.4506557807326317	0.4052822031503829
sham	1.0	012	3	Aufzug	Lift	1123.33333333333	7.024945546393537	0.5077133253216743	0.7468421908366842
pIFG	1.5	013	1	Aufzug	Treppe	1461.26840467684	7.287744210789892	0.4786284863948822	0.5920990772766097
sham	1.0	014	2	Aufzug	Hebebuehne	1952.4545478721	7.5773546472022275	0.2715733861550689	0.26165072851061244
sham	1.0	015	3	Aufzug	Treppe	1300.68831940147	7.171417408090731	0.4786284863948822	0.5920990772766097
aIFG	0.5	016	3	Aufzug	Rolltreppe	1943.00866050296	7.572507440001695	0.4506557807326317	0.4052822031503829
pIFG	1.5	017	2	Aufzug	Treppe	1362.08658730088	7.21750695667869	0.4786284863948822	0.5920990772766097
aIFG	0.5	018	1	Aufzug	Treppe	1187.3376709718	7.080310694360272	0.4786284863948822	0.5920990772766097
pIFG	1.5	019	1	Aufzug	Treppe	2542.82250844332	7.841423153332401	0.4786284863948822	0.5920990772766097
sham	1.0	020	2	Aufzug	Treppe	1494.32901046883	7.310101535504273	0.4786284863948822	0.5920990772766097
aIFG	0.5	021	3	Aufzug	Lift	2353.90476106053	7.764255564469495	0.5077133253216743	0.7468421908366842
sham	1.0	022	3	Aufzug	Treppe	1244.01299518664	7.126901246745249	0.4786284863948822	0.5920990772766097
aIFG	0.5	023	1	Aufzug	Treppe	1829.65801207329	7.512430750644824	0.4786284863948822	0.5920990772766097
pIFG	1.5	024	2	Aufzug	Lift	1399.87013677744	7.244848848805491	0.5077133253216743	0.7468421908366842
pIFG	1.5	103	1	Aufzug	Lift	1923.33333333333	7.562334866392822	0.5077133253216743	0.7468421908366842
aIFG	0.5	001	3	Auge	Nase	2032.74459050979	7.617633998669742	0.4627222642302513	0.3728294517767827
sham	1.0	002	2	Auge	Nase	1123.33333333333	7.024945546393537	0.4627222642302513	0.3728294517767827
pIFG	1.5	003	1	Auge	Ohr	1248.7359388712	7.130687559077114	0.49105197936296463	0.30125588656572844
aIFG	0.5	005	1	Auge	Nase	989.999999999999	6.8987145343299865	0.4627222642302513	0.3728294517767827
aIFG	0.5	006	3	Auge	Nase	1643.33333333333	7.405090312565626	0.4627222642302513	0.3728294517767827
pIFG	1.5	007	1	Auge	Nase	2136.66666666666	7.66747017048075	0.4627222642302513	0.3728294517767827
sham	1.0	008	2	Auge	Nase	1123.33333333333	7.024945546393537	0.4627222642302513	0.3728294517767827
sham	1.0	009	3	Auge	Lippe	1630.0	7.396948602621014	0.23651549592614174	0.21726918019373542
aIFG	0.5	010	1	Auge	Finger	2113.03463314747	7.656353549052595	0.35589341074228287	0.35259296797282946
pIFG	1.5	011	2	Auge	Mund	1881.61039260355	7.540414599443973	0.36207691580057144	0.21080997226102705
sham	1.0	012	3	Auge	Nase	1109.99999999999	7.013015789639621	0.4627222642302513	0.3728294517767827
pIFG	1.5	013	1	Auge	Mund	2896.66666666666	7.971661094410952	0.36207691580057144	0.21080997226102705
sham	1.0	014	2	Auge	Nase	1503.77489783797	7.3163985964534595	0.4627222642302513	0.3728294517767827
sham	1.0	015	3	Auge	Augenbraue	1376.66666666666	7.228146525843617	0.24909072555601597	0.26589031149339104
aIFG	0.5	016	3	Auge	Nase	1390.4242494083	7.23808314140171	0.4627222642302513	0.3728294517767827
pIFG	1.5	017	2	Auge	Ohr	1636.01732100593	7.400631158259524	0.49105197936296463	0.30125588656572844
aIFG	0.5	018	1	Auge	Mund	927.575768320465	6.8336519803933795	0.36207691580057144	0.21080997226102705
pIFG	1.5	019	1	Auge	Nase	1749.3679694356	7.467581313063204	0.4627222642302513	0.3728294517767827
sham	1.0	020	2	Auge	Nase	1883.33333333333	7.54132936800718	0.4627222642302513	0.3728294517767827
aIFG	0.5	021	3	Auge	Zahn	1414.03896783115	7.2549123488014295	0.25190108828246593	0.27603863862758404
sham	1.0	022	3	Auge	Ohr	1324.30303782432	7.1893964200626215	0.49105197936296463	0.30125588656572844
aIFG	0.5	023	1	Auge	Hand	1791.87446259673	7.491575455870474	0.3126842714846134	0.3631512758596398
pIFG	1.5	024	2	Auge	Mund	1456.66666666666	7.284592262744806	0.36207691580057144	0.21080997226102705
pIFG	1.5	103	1	Auge	Nase	1363.33333333333	7.2184211878242905	0.4627222642302513	0.3728294517767827
pIFG	1.5	001	2	Auto	Fahrrad	2712.84848108783	7.906123010202524	0.5242884680628777	0.5403224054191152
aIFG	0.5	002	1	Auto	Fahrrad	1215.67533307922	7.1038772809618695	0.5242884680628777	0.5403224054191152
sham	1.0	003	3	Auto	Motorrad	1910.0	7.555381944240273	0.5685893595218658	0.6354749678897762
sham	1.0	004	1	Auto	Benzin	1549.99999999999	7.346655163176532	0.42036230862140656	0.46312695410241567
pIFG	1.5	005	3	Auto	Flugzeug	1338.47186887803	7.200030687553257	0.4171534553170204	0.350407504996777
pIFG	1.5	006	2	Auto	Motorrad	1636.01732100593	7.400631158259524	0.5685893595218658	0.6354749678897762
sham	1.0	007	3	Auto	Fahrrad	1107.04762833411	7.010354852244474	0.5242884680628777	0.5403224054191152
aIFG	0.5	008	1	Auto	Fahrrad	1390.4242494083	7.23808314140171	0.5242884680628777	0.5403224054191152
aIFG	0.5	009	2	Auto	Fahrrad	1149.55412149524	7.047998950085847	0.5242884680628777	0.5403224054191152
pIFG	1.5	010	3	Auto	Fahrrad	1749.3679694356	7.467581313063204	0.5242884680628777	0.5403224054191152
sham	1.0	011	1	Auto	Flugzeug	1343.1948125626	7.203550460402247	0.4171534553170204	0.350407504996777
aIFG	0.5	012	2	Auto	Fahrrad	970.082261481593	6.878411183015591	0.5242884680628777	0.5403224054191152
sham	1.0	013	3	Auto	Motorrad	1919.39394208011	7.5602856221423895	0.5685893595218658	0.6354749678897762
aIFG	0.5	014	1	Auto	Fuehrerschein	1938.28571681839	7.5700749970528065	0.33297191374003887	0.41773734027582643
aIFG	0.5	015	2	Auto	Motorrad	2136.64935157032	7.667462070449657	0.5685893595218658	0.6354749678897762
pIFG	1.5	016	2	Auto	Strassenbahn	1456.54546099227	7.28450910881353	0.3302980475127697	0.3279554242078194
sham	1.0	017	1	Auto	Fahrrad	1159.00000886438	7.056175291742117	0.5242884680628777	0.5403224054191152
pIFG	1.5	018	3	Auto	Fahrrad	1253.45888255577	7.134459589307412	0.5242884680628777	0.5403224054191152
sham	1.0	019	3	Auto	Fahrrad	1541.55844731453	7.341197646351494	0.5242884680628777	0.5403224054191152
aIFG	0.5	020	1	Auto	Fahrrad	1626.57143363679	7.394844264755023	0.5242884680628777	0.5403224054191152
pIFG	1.5	021	2	Auto	Fahrrad	1650.18615205963	7.409249188660282	0.5242884680628777	0.5403224054191152
aIFG	0.5	022	2	Auto	Verkehrsmittel	1503.77489783797	7.3163985964534595	0.3589141368865967	0.41840575155189286
pIFG	1.5	023	3	Auto	Motorrad	2778.96969267181	7.930195304708641	0.5685893595218658	0.6354749678897762
sham	1.0	024	1	Auto	Fahrrad	2084.69697104005	7.642858357050516	0.5242884680628777	0.5403224054191152
sham	1.0	103	3	Auto	Fahrrad	1621.84848995222	7.391938211309975	0.5242884680628777	0.5403224054191152
pIFG	1.5	001	2	Axt	Saege	1692.69264522076	7.434666421454371	0.32661549374461174	0.3507865082799261
aIFG	0.5	002	1	Axt	Werkzeug	1333.74892519346	7.196498482130644	0.3008465003222227	0.2627274135666495
sham	1.0	003	3	Axt	Hackklotz	1980.79220997952	7.591756870836732	0.26700496301054955	nan
sham	1.0	004	1	Axt	Baum	1283.33333333333	7.157995055958045	0.335419375449419	0.2866936506876189
pIFG	1.5	005	3	Axt	Saebel	2188.60173210059	7.691474948784153	0.2714999475283548	0.4134308579716812
pIFG	1.5	006	2	Axt	Saege	1947.73160418753	7.574933980526292	0.32661549374461174	0.3507865082799261
sham	1.0	007	3	Axt	Hammer	3407.12120271959	8.133916451495098	0.3050636909902096	0.34595813283898624
aIFG	0.5	008	1	Axt	Hammer	1702.1385325899	7.4402280235609	0.3050636909902096	0.34595813283898624
aIFG	0.5	009	2	Axt	Saege	1791.87446259673	7.491575455870474	0.32661549374461174	0.3507865082799261
pIFG	1.5	010	3	Axt	Saege	2013.85281577151	7.60830142743079	0.32661549374461174	0.3507865082799261
sham	1.0	011	1	Axt	Beil	1469.99999999999	7.293697720601431	0.3897268921136856	0.5070568005272043
aIFG	0.5	012	2	Axt	Beil	1549.99999999999	7.346655163176532	0.3897268921136856	0.5070568005272043
sham	1.0	013	3	Axt	Holz	2250.0	7.719129840906732	0.2962493896484375	0.2470483181326113
aIFG	0.5	014	1	Axt	Saege	1678.52381416705	7.426265588271292	0.32661549374461174	0.3507865082799261
aIFG	0.5	015	2	Axt	Baum	1683.24675785162	7.429073714858433	0.335419375449419	0.2866936506876189
pIFG	1.5	016	2	Axt	Beil	1296.66666666666	7.168323058942341	0.3897268921136856	0.5070568005272043
sham	1.0	017	1	Axt	Spitzhacke	2089.41991472462	7.645120240914094	0.3569157626479864	0.37786685977407375
pIFG	1.5	018	3	Axt	Holz	2717.5714247724	7.907861809837446	0.2962493896484375	0.2470483181326113
sham	1.0	019	3	Axt	Hammer	3964.42855749882	8.285369213347673	0.3050636909902096	0.34595813283898624
aIFG	0.5	020	1	Axt	Beil	2096.66666666666	7.648580894858821	0.3897268921136856	0.5070568005272043
pIFG	1.5	021	2	Axt	Beil	2310.0	7.745435610274381	0.3897268921136856	0.5070568005272043
aIFG	0.5	022	2	Axt	Werkzeug	1579.34199679109	7.365396556263544	0.3008465003222227	0.2627274135666495
pIFG	1.5	023	3	Axt	Saege	2689.23376266498	7.897383369439196	0.32661549374461174	0.3507865082799261
sham	1.0	024	1	Axt	Beil	1541.55844731453	7.341197646351494	0.3897268921136856	0.5070568005272043
pIFG	1.5	001	2	Besteck	Gabel	2736.46319951068	7.914786930933276	0.39146479219198227	0.37734039155321875
aIFG	0.5	002	1	Besteck	Gabel	1536.83550362996	7.33813118961858	0.39146479219198227	0.37734039155321875
sham	1.0	003	3	Besteck	Teller	1943.00866050296	7.572507440001695	0.45014311373233795	0.5067667897781226
sham	1.0	004	1	Besteck	Gabel	2176.66666666666	7.686009246172637	0.39146479219198227	0.37734039155321875
pIFG	1.5	005	3	Besteck	Geschirr	2259.44588736913	7.723317368102249	0.6506250500679016	0.8020554816662165
pIFG	1.5	006	2	Besteck	Gabel	2613.66666371187	7.868891897518042	0.39146479219198227	0.37734039155321875
sham	1.0	007	3	Besteck	Teller	1210.95238939465	7.099987883179994	0.45014311373233795	0.5067667897781226
aIFG	0.5	008	1	Besteck	Teller	2723.33333333333	7.909979028848018	0.45014311373233795	0.5067667897781226
aIFG	0.5	009	2	Besteck	Teller	1810.76623733501	7.5020574701874025	0.45014311373233795	0.5067667897781226
sham	1.0	011	1	Besteck	Teller	2391.68831053709	7.7801728289181815	0.45014311373233795	0.5067667897781226
aIFG	0.5	012	2	Besteck	Teller	1078.70996622669	6.984447734262211	0.45014311373233795	0.5067667897781226
